path,blob_sha,first_commit,first_date,original_contributor,material_contributors,origin_class,origin_source,license,copyright,rights_basis,ai_involvement,criticality,decision,evidence,status
apps/api/src/modules/regulatory-integration/regulatory-integration.types.spec.ts,e4c85712a0e570bb799ae9b789b78bf2e1d82083,b3ead126ca362842d2d653e62c4119af8f9faeab,2026-07-23T02:20:30+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/regulatory-integration/regulatory-integration.types.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=b3ead126ca362842d2d653e62c4119af8f9faeab;blob=e4c85712a0e570bb799ae9b789b78bf2e1d82083;contributors=1,UNRESOLVED
apps/api/src/modules/regulatory-integration/regulatory-integration.types.ts,e4afe8e49b1d64fca49e720fc0fefebf4a057882,fd674199f0dea7cb3ad5417da3e455f6136ef18f,2026-07-23T02:20:08+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/regulatory-integration/regulatory-integration.types.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=fd674199f0dea7cb3ad5417da3e455f6136ef18f;blob=e4afe8e49b1d64fca49e720fc0fefebf4a057882;contributors=1,UNRESOLVED
apps/api/src/modules/route-planner/route-planner.controller.ts,48c7b3c553d881bd5646c525257cdf3f845fa7f2,8443866e9eb81693ba5d41a54cd7d8b5718aee03,2026-04-06T20:49:06+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/route-planner/route-planner.controller.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8443866e9eb81693ba5d41a54cd7d8b5718aee03;blob=48c7b3c553d881bd5646c525257cdf3f845fa7f2;contributors=1,UNRESOLVED
apps/api/src/modules/route-planner/route-planner.module.ts,051f1922a48f82e77e289397a688e55492dff7b4,8443866e9eb81693ba5d41a54cd7d8b5718aee03,2026-04-06T20:49:06+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/route-planner/route-planner.module.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8443866e9eb81693ba5d41a54cd7d8b5718aee03;blob=051f1922a48f82e77e289397a688e55492dff7b4;contributors=1,UNRESOLVED
apps/api/src/modules/route-planner/route-planner.service.ts,4a181eb0fdbd202d3c8a7d31088d7661341b53e8,8443866e9eb81693ba5d41a54cd7d8b5718aee03,2026-04-06T20:49:06+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/route-planner/route-planner.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8443866e9eb81693ba5d41a54cd7d8b5718aee03;blob=4a181eb0fdbd202d3c8a7d31088d7661341b53e8;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-core/money-flow.characterization.spec.ts,4a64df8c99cf00ae64b63c7ade278d2bb6f2a17b,df266636ac1862542f9eb3c82c5396e41bc452a9,2026-06-20T13:18:08+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/money-flow.characterization.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=df266636ac1862542f9eb3c82c5396e41bc452a9;blob=4a64df8c99cf00ae64b63c7ade278d2bb6f2a17b;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-blocker-resolver.spec.ts,2ac94c50394dec9157d96a56f70f5eeb21eb7a4c,649c26bde1d2e79f67141ff90196a09c5b897e6c,2026-06-20T11:27:10+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-blocker-resolver.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=649c26bde1d2e79f67141ff90196a09c5b897e6c;blob=2ac94c50394dec9157d96a56f70f5eeb21eb7a4c;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-blocker-resolver.ts,f2764c0bbcc1d4e3e8001b45a570480862eee449,649c26bde1d2e79f67141ff90196a09c5b897e6c,2026-06-20T11:27:10+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-blocker-resolver.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=649c26bde1d2e79f67141ff90196a09c5b897e6c;blob=f2764c0bbcc1d4e3e8001b45a570480862eee449;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-completeness-checker.spec.ts,eeaeb3ea51b01ee640c4abec8dca89e0c2252a1c,7b2cb2b4e5dff5c3b3c8c794bcfa72c79dcece37,2026-06-20T11:17:52+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-completeness-checker.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=7b2cb2b4e5dff5c3b3c8c794bcfa72c79dcece37;blob=eeaeb3ea51b01ee640c4abec8dca89e0c2252a1c;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-completeness-checker.ts,444a61d8f2a143663818b4434968ae0b064c347b,7b2cb2b4e5dff5c3b3c8c794bcfa72c79dcece37,2026-06-20T11:17:52+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-completeness-checker.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=7b2cb2b4e5dff5c3b3c8c794bcfa72c79dcece37;blob=444a61d8f2a143663818b4434968ae0b064c347b;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-core.module.ts,35149992ee570f88f14a23ba2a19af5e1e67c3ff,f3d05a043d844af48f1332a53ee70a92c4bf8756,2026-04-10T18:05:44+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-core.module.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=f3d05a043d844af48f1332a53ee70a92c4bf8756;blob=35149992ee570f88f14a23ba2a19af5e1e67c3ff;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-core.service.ts,89b73d710d5813cb4a4d6ce5738c84d40a2c31b8,9aad48e22a304f1b67d4ad4daedf645864ca6e3e,2026-04-10T18:40:46+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-core.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=9aad48e22a304f1b67d4ad4daedf645864ca6e3e;blob=89b73d710d5813cb4a4d6ce5738c84d40a2c31b8;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-core.spec.ts,a54248fa2a356d86d04f5febc75a6579bbb6136d,1747b66fbe0b32d9ec75c4b85e335c8d017c7bf6,2026-05-22T10:13:45+03:00,Platon#af68b1a9b3724c86,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Platon#af68b1a9b3724c86,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-core.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=1747b66fbe0b32d9ec75c4b85e335c8d017c7bf6;blob=a54248fa2a356d86d04f5febc75a6579bbb6136d;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-money-engine.spec.ts,7a05c1110e36d283233ed3e7f622cf051874aa73,ddd536006c2c5575e7fe21d2e1518cd34fbb2bfe,2026-06-20T11:48:15+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-money-engine.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=ddd536006c2c5575e7fe21d2e1518cd34fbb2bfe;blob=7a05c1110e36d283233ed3e7f622cf051874aa73;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-money-engine.ts,69f1462971ca1bff54541f071ceb8c244dc083ec,ddd536006c2c5575e7fe21d2e1518cd34fbb2bfe,2026-06-20T11:48:15+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-money-engine.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=ddd536006c2c5575e7fe21d2e1518cd34fbb2bfe;blob=69f1462971ca1bff54541f071ceb8c244dc083ec;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-state-machine.spec.ts,1ff68a88d31ab458d7b983d3076e6d1ef51f83a1,34385a578d0af87d0a8f9b38d8e7d91a6d71dd49,2026-06-20T08:08:58+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-state-machine.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=34385a578d0af87d0a8f9b38d8e7d91a6d71dd49;blob=1ff68a88d31ab458d7b983d3076e6d1ef51f83a1;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-state-machine.ts,95ad0a5de1cd30df48ab6152f071c960d14f7ace,34385a578d0af87d0a8f9b38d8e7d91a6d71dd49,2026-06-20T08:08:58+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-state-machine.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=34385a578d0af87d0a8f9b38d8e7d91a6d71dd49;blob=95ad0a5de1cd30df48ab6152f071c960d14f7ace;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-timeline-builder.spec.ts,9f4f27a442c58fa233aa79b15365c7a677de79a3,8faea426592293b5359d4fbd6f6c59a00e178d10,2026-06-20T11:34:25+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-timeline-builder.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8faea426592293b5359d4fbd6f6c59a00e178d10;blob=9f4f27a442c58fa233aa79b15365c7a677de79a3;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-core/runtime-timeline-builder.ts,45e3409fd3a835c9d0497fafa69646ba740f15a2,8faea426592293b5359d4fbd6f6c59a00e178d10,2026-06-20T11:34:25+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-core/runtime-timeline-builder.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8faea426592293b5359d4fbd6f6c59a00e178d10;blob=45e3409fd3a835c9d0497fafa69646ba740f15a2;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-persistence/prisma-runtime-persistence.repository.spec.ts,fab279a47bdd9880bff83c108a594ab8b34ec6cb,d89e175abe4f9e2cee145f458e72cdb554436a1a,2026-07-10T11:21:25+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/prisma-runtime-persistence.repository.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=d89e175abe4f9e2cee145f458e72cdb554436a1a;blob=fab279a47bdd9880bff83c108a594ab8b34ec6cb;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/prisma-runtime-persistence.repository.ts,afe62349a87d36720d8c61b85a7cb12f47ca6eba,249bc949142b875530e75c8d78f4e48d921332b0,2026-07-10T11:19:44+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/prisma-runtime-persistence.repository.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=249bc949142b875530e75c8d78f4e48d921332b0;blob=afe62349a87d36720d8c61b85a7cb12f47ca6eba;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence-command.service.spec.ts,b2bf5d69934274464cb32bda9445b1b934ffd7be,aa7478c29ba48c8fa2ab3ca405c12d1278732a46,2026-07-10T12:03:37+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence-command.service.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=aa7478c29ba48c8fa2ab3ca405c12d1278732a46;blob=b2bf5d69934274464cb32bda9445b1b934ffd7be;contributors=2,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence-command.service.ts,a5f21e969f7896c0cdd8c373c74846d2c3cde604,23ab12ee5fd2c6e8cac092f2bbc1574e2ebc86f0,2026-07-10T12:03:10+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence-command.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=23ab12ee5fd2c6e8cac092f2bbc1574e2ebc86f0;blob=a5f21e969f7896c0cdd8c373c74846d2c3cde604;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence-repository.factory.ts,65a65e95be77fcac0635939628ea6cf9be5c53fa,fb9c64a218ad5a77f5b64dd9fe0236a6186df22b,2026-07-10T11:20:07+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence-repository.factory.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=fb9c64a218ad5a77f5b64dd9fe0236a6186df22b;blob=65a65e95be77fcac0635939628ea6cf9be5c53fa;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence-repository.spec.ts,830459dd59b909f84caa5ea321e191f0b8eb9784,be8ae045813d65afed4cd2caf94a6a5b19e349eb,2026-07-10T11:20:45+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence-repository.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=be8ae045813d65afed4cd2caf94a6a5b19e349eb;blob=830459dd59b909f84caa5ea321e191f0b8eb9784;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence.module.ts,4108f35ed0770efa5deef86aa1f84342963af39c,4cfaf7f0d7fca15c4626a2311cf2e574e6f621cb,2026-07-10T11:44:21+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence.module.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=4cfaf7f0d7fca15c4626a2311cf2e574e6f621cb;blob=4108f35ed0770efa5deef86aa1f84342963af39c;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence.repository.ts,ce6b27b69e6997d9802de9ed92352b90c23438b2,a746658b026994aefecf698541109cc82c9731be,2026-07-10T11:19:01+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence.repository.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=a746658b026994aefecf698541109cc82c9731be;blob=ce6b27b69e6997d9802de9ed92352b90c23438b2;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence.service.spec.ts,d47f23c9de79430d582a08b9665ae7c8a883b706,8acd96a1f78223f8474ffe91a5421462ff9c35e0,2026-07-10T11:44:32+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence.service.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=8acd96a1f78223f8474ffe91a5421462ff9c35e0;blob=d47f23c9de79430d582a08b9665ae7c8a883b706;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-persistence/runtime-persistence.service.ts,b2a7347abbd1577ca09f97b65d9531d30818af1f,a6295c5f00723688c91671f19d59db0d7b68fc3c,2026-07-10T11:44:10+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-persistence/runtime-persistence.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=a6295c5f00723688c91671f19d59db0d7b68fc3c;blob=b2a7347abbd1577ca09f97b65d9531d30818af1f;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-snapshot/runtime-snapshot.controller.ts,e8797fce465bd58033e07661ef10c22410940221,f51907fe9851da2152e1a74612da0112cb5d4baf,2026-07-02T08:16:34+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-snapshot/runtime-snapshot.controller.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=f51907fe9851da2152e1a74612da0112cb5d4baf;blob=e8797fce465bd58033e07661ef10c22410940221;contributors=1,UNRESOLVED
apps/api/src/modules/runtime-snapshot/runtime-snapshot.module.ts,8a6ed0e30eca54a5b29cefe11b014c5492c06dcb,f51907fe9851da2152e1a74612da0112cb5d4baf,2026-07-02T08:16:34+03:00,pachaninm-lab#97bdb9e06bb3722c,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/runtime-snapshot/runtime-snapshot.module.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=f51907fe9851da2152e1a74612da0112cb5d4baf;blob=8a6ed0e30eca54a5b29cefe11b014c5492c06dcb;contributors=1,UNRESOLVED
apps/api/src/modules/saga/deal-saga.service.ts,1a432bfed6539722507fa8e4b37ec07d1fb4838a,3b703b15de578e615a24e1ceca240562b4519a45,2026-06-27T17:38:40+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/saga/deal-saga.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=3b703b15de578e615a24e1ceca240562b4519a45;blob=1a432bfed6539722507fa8e4b37ec07d1fb4838a;contributors=1,UNRESOLVED
apps/api/src/modules/saga/fgis-step.service.spec.ts,6e283232afc67defb3a6f6229f04346d1ffdb233,4345d8b6f8a7e793c442f82b7ad11fdf1a577378,2026-08-02T12:05:43+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/saga/fgis-step.service.spec.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=4345d8b6f8a7e793c442f82b7ad11fdf1a577378;blob=6e283232afc67defb3a6f6229f04346d1ffdb233;contributors=1,UNRESOLVED
apps/api/src/modules/saga/fgis-step.service.ts,c7e518dc1e6d0233783db2b7674b766b1649a267,6894d60870f7b5cdaafd77279a2117d9f8086942,2026-06-27T18:20:41+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a;pachaninm-lab#97bdb9e06bb3722c,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/saga/fgis-step.service.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=6894d60870f7b5cdaafd77279a2117d9f8086942;blob=c7e518dc1e6d0233783db2b7674b766b1649a267;contributors=2,UNRESOLVED
apps/api/src/modules/saga/saga.controller.ts,97bbca9f1e28bc863d968d79192432774c67e34f,3b703b15de578e615a24e1ceca240562b4519a45,2026-06-27T17:38:40+00:00,Claude#cd29c5ac348a026a,ALL_RECORDED_NOT_MATERIALITY_ADJUDICATED:Claude#cd29c5ac348a026a,UNKNOWN,REPOSITORY_HISTORY_ONLY;origin_path=apps/api/src/modules/saga/saga.controller.ts,UNRESOLVED,NOT_DETECTED,CHAIN_OF_TITLE_REQUIRED,UNKNOWN,STANDARD,ORIGIN_REVIEW_REQUIRED,git:first=3b703b15de578e615a24e1ceca240562b4519a45;blob=97bbca9f1e28bc863d968d79192432774c67e34f;contributors=1,UNRESOLVED
