finding_id,source_path,corpus_path,method,score,status,decision,resolved,evidence
SIM-000058,packages/integration-sdk/src/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/errors/exceptions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000059,packages/integration-sdk/src/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/hooks/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000060,packages/integration-sdk/src/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/inspector/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000061,packages/integration-sdk/src/index.ts,@nestjs+core@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@0.1_23bb31028a62d4e08458c3b53296d643/@nestjs/core/repl/native-functions/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000062,packages/integration-sdk/src/index.ts,@nestjs+platform-express@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-v_795a7c87fa3e5cd6ba081ef20e3755d8/@nestjs/platform-express/multer/interceptors/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000063,packages/integration-sdk/src/index.ts,@nestjs+testing@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validator@_b73011bb958e3c4f4dc537c59cd8519e/@nestjs/testing/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000064,packages/integration-sdk/src/index.ts,@nestjs+websockets@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validat_0919e63dd7b820ec1807257d9a431f3c/@nestjs/websockets/decorators/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000065,packages/integration-sdk/src/index.ts,@nestjs+websockets@10.4.22_@nestjs+common@10.4.22_class-transformer@0.5.1_class-validat_0919e63dd7b820ec1807257d9a431f3c/@nestjs/websockets/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000066,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/esm2015/decorators/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000067,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/esm2015/interfaces/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000068,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/esm5/decorators/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000069,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/esm5/interfaces/index.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000070,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/types/decorators/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000071,packages/integration-sdk/src/index.ts,class-transformer@0.5.1/class-transformer/types/interfaces/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000072,packages/integration-sdk/src/index.ts,class-validator@0.14.4/class-validator/esm2015/decorator/decorators.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000073,packages/integration-sdk/src/index.ts,class-validator@0.14.4/class-validator/esm5/decorator/decorators.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000074,packages/integration-sdk/src/index.ts,class-validator@0.14.4/class-validator/types/decorator/decorators.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000075,packages/integration-sdk/src/index.ts,fork-ts-checker-webpack-plugin@9.0.2_typescript@5.7.2_webpack@5.97.1/fork-ts-checker-webpack-plugin/lib/formatter/index.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000076,packages/integration-sdk/src/index.ts,zod@4.3.6/zod/src/v3/external.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000077,packages/integration-sdk/src/index.ts,zod@4.3.6/zod/v3/external.d.ts,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
SIM-000078,packages/integration-sdk/src/index.ts,zod@4.3.6/zod/v3/external.js,WINNOWING_SIGNATURE,1.000000,POSSIBLE_DERIVATIVE,RESOLVED_RE_EXPORT_BARREL_NO_EXPRESSION,RESOLVED,"Re-verified now: the normalized token set [""*"","";"",""<STRING>"",""export"",""from""] lies within the re-export idiom; module paths are erased by normalization, so the match carries no protectable expression."
